School Building Code,School Name,School Type,Address,City,State,Zip,District Name,County,Grade Levels,Number of K-12 (All Grades) Students Enrolled ,Number of K-12 (All Grades) Students Complete,Number of K-12 (All Grades) Students with any Exemption,Number of K-12 (All Grades) Students with Medical Exemption,Number of K-12 (All Grades) Students with Personal Exemption,Number of K-12 (All Grades) Students with Religious Exemption,Number of K-12 (All Grades) Students with Religious Membership Exemption,Number of K-12 (All Grades) Students Exempt for Diphtheria Tetanus,Number of K-12 (All Grades) Students Exempt for Pertussis,Number of K-12 (All Grades) Students Exempt for Polio,Number of K-12 (All Grades) Students Exempt for MMR,Number of K-12 (All Grades) Students Exempt for Hep B,Number of K-12 (All Grades) Students Exempt for Varicella
4357,Cedarcrest School,Public School,6400 88th St NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,6-8,876,789,39,4,35,2,0,26,24,26,27,23,6
5123,Grove Elementary,Public School,6510 Grove St,Marysville,WA,98270,Marysville School District,SNOHOMISH,K -5,522,484,36,15,19,1,1,28,27,28,26,21,32
1657,Heritage School,Public School,7204 27th Ave NE,Marysville,WA,98271,Marysville School District,SNOHOMISH,9-12,98,88,6,0,5,4,0,7,6,6,7,6,0
5211,Intl Sch of Communications,Public School,8301 84th Street NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,9-12,388,356,14,2,12,0,0,6,3,3,10,5,0
4323,Kellogg Marsh Elementary School,Public School,6325 91st St NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,PK-5,545,500,40,11,32,1,0,26,25,28,27,15,33
3964,Liberty Elementary,Public School,1919 10th St,Marysville,WA,98270,Marysville School District,SNOHOMISH,PK-5,510,487,20,10,12,0,0,12,12,11,10,10,16
1927,Marysville Arts and Technology High School,Public School,7204 27th Ave NE,Marysville,WA,98271,Marysville School District,SNOHOMISH,9-12,321,286,12,0,11,1,0,10,5,9,10,9,0
3355,Marysville Middle School,Public School,4923 67th St NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,6-8,849,753,27,4,23,0,0,17,13,23,20,19,4
4233,Marysville Mountain View High School,Public School,4317 76th St NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,9-12,224,207,12,0,12,0,0,8,5,7,8,8,0
1910,Marysville SD Special,Public School,4220 80th St NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,PK-13,61,37,6,0,6,0,0,5,3,4,5,1,1
5213,MP Pathways of Choice,Public School,5611 108th Street NE,Marysville,WA,98271,Marysville School District,SNOHOMISH,9-12,1245,1174,49,1,48,1,1,39,35,25,27,27,0
3651,Pinewood Elementary,Public School,5115 84th Ave NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,K -5,538,508,28,2,25,1,0,15,16,16,19,14,25
4510,Quil Ceda Elementary,Public School,2415 74th St NE,Marysville,WA,98271,Marysville School District,SNOHOMISH,PK-5,242,202,6,1,4,1,0,4,4,4,5,4,6
5214,School for the Entrepreneur,Public School,8301 84th Street NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,9-12,407,376,10,2,7,2,0,7,6,8,8,7,0
1744,School Home Partnership Program,Public School,4220 80th St NE,Marysville,WA,98270,Marysville School District,SNOHOMISH,K -12,111,95,3,0,3,0,0,3,3,0,0,1,0
3187,Shoultes Elementary,Public School,13525 51st Ave NE,Marysville,WA,98271,Marysville School District,SNOHOMISH,K -5,465,441,15,3,12,0,0,9,8,9,11,8,12
3537,Sunnyside Elementary,Public School,3707 Sunnyside Blvd,Marysville,WA,98270,Marysville School District,SNOHOMISH,K -5,493,463,28,7,20,1,0,14,13,17,16,17,23
2813,Totem Middle School,Public School,1605 7th St,Marysville,WA,98270,Marysville School District,SNOHOMISH,6-8,617,575,30,6,22,1,1,22,17,16,18,16,9
3354,Tulalip Elementary,Public School,7730 36th Ave NW,Marysville,WA,98271,Marysville School District,SNOHOMISH,K -5,313,260,10,3,5,2,0,6,6,6,5,5,7
2835,Mccleary Elem,Public School,611 S. Main St.,McCleary,WA,98557,McCleary School District,GRAYS HARBOR,PK-8,289,131,11,0,11,0,0,8,8,7,7,6,8
8270,Northwest Christian School,Private School,5104 E Bernhill Rd,Colbert,WA,99005,Mead School District,SPOKANE,9-12,617,569,48,1,47,0,0,40,34,35,37,42,41
8199,Saint George's School,Private School,2929 W Waikiki Rd,Spokane,WA,99208,Mead School District,SPOKANE,K-12,383,347,23,0,23,0,0,15,15,13,16,18,16
1402,Can Learn Academy,Private School,8415 N Wall St Suite B291,Spokane,WA,99208,Mead School District,SPOKANE,K-12,,,,,,,,,,,,,
8200,St. Thomas More School,Private School,515 W St Thomas More Way,Spokane,WA,99208,Mead School District,SPOKANE,P-8,,,,,,,,,,,,,
1494,Slavic Christian Academy--Spokane ,Private School,8913 N Nettleton Ln                                  ,Spokane,WA,99206,Mead School District,SPOKANE,P-12,107,74,33,0,33,0,0,33,33,33,33,33,33
3693,Brentwood Elementary School,Public School,406 W REGINA AVE,Spokane,WA,99218,Mead School District,SPOKANE,K -6,515,454,47,2,45,0,0,26,26,24,26,22,42
3562,Colbert Elementary School,Public School,4625 E GREENBLUFF RD,Colbert,WA,99005,Mead School District,SPOKANE,K -6,515,476,34,3,27,4,0,16,16,14,16,14,30
3414,Evergreen Elementary School,Public School,215 W EDDY,Spokane,WA,99208,Mead School District,SPOKANE,K -6,569,508,33,8,24,1,0,18,19,19,22,18,26
3759,Farwell Elementary School,Public School,13005 N CRESTLINE,Spokane,WA,99208,Mead School District,SPOKANE,K -6,567,512,35,4,29,2,0,20,20,20,19,21,28
1858,Five Mile Prairie School (Mead Education Partnership Prog),Public School,8621 N FIVE MILE ROAD,Spokane,WA,99208,Mead School District,SPOKANE,K -12,392,273,105,5,96,4,0,92,92,70,70,59,70
1803,Mead Alternative High School,Public School,529 W HASTINGS,Spokane,WA,99218,Mead School District,SPOKANE,9-12,97,79,10,0,10,0,0,9,9,8,7,8,5
2402,Mead Senior High School,Public School,302 W HASTINGS RD,Spokane,WA,99218,Mead School District,SPOKANE,9-12,1588,1516,55,4,50,1,0,37,40,25,30,29,29
4400,Meadow Ridge Elementary,Public School,15601 N FREYA ST,Mead,WA,99021,Mead School District,SPOKANE,K -6,571,499,38,3,33,2,0,25,26,24,23,21,33
4133,Midway Elementary,Public School,821 E MIDWAY RD,Colbert,WA,99005,Mead School District,SPOKANE,K -6,523,493,32,3,26,3,0,17,17,16,18,14,24
3191,Mountainside Middle School,Public School,4717 E Day Mt. Spokane Rd,Colbert,WA,99005,Mead School District,SPOKANE,7-8,710,656,43,1,39,3,0,35,35,19,24,22,22
4491,Mt Spokane High School,Public School,6015 E MT. SPOKANE PARK DR,Mead,WA,99021,Mead School District,SPOKANE,9-12,1496,1390,70,5,65,0,0,57,57,32,39,31,35
3851,Northwood Middle School,Public School,13120 N PITTSBURG,Spokane,WA,99208,Mead School District,SPOKANE,7-8,754,714,30,4,26,0,0,19,20,15,17,18,12
5094,Prairie View Elementary,Public School,2606 W. Johannsen Rd.,Spokane,WA,99208,Mead School District,SPOKANE,K -6,673,619,43,7,36,0,0,24,25,24,28,21,34
5268,Riverpoint Academy,Public School,665 N RIVERPOINT BLVD,Spokane,WA,99208,Mead School District,SPOKANE,11-12,126,117,8,0,7,1,0,7,8,4,4,4,3
4134,Shiloh Hills Elementary,Public School,505 E STONEWALL AVE,Spokane,WA,99208,Mead School District,SPOKANE,K -6,525,480,23,2,21,2,0,15,15,12,13,12,17
4483,Hallett Elementary,Public School,PO Box 128,Medical Lake,WA,99022,Medical Lake School District,SPOKANE,PK-5,426,354,19,3,15,1,0,12,12,12,12,9,18
5042,Medical Lake Alternative High School,Public School,PO Box 128,Medical Lake,WA,99022,Medical Lake School District,SPOKANE,9-12,37,11,1,1,0,0,0,1,1,0,0,0,0
2890,Medical Lake High School,Public School,PO Box 128,Medical Lake,WA,99022,Medical Lake School District,SPOKANE,9-12,547,474,13,1,12,0,0,8,7,5,8,10,0
3965,Medical Lake Middle School,Public School,PO Box 128,Medical Lake,WA,99022,Medical Lake School District,SPOKANE,6-8,392,249,20,1,20,0,0,15,13,15,15,18,7
4577,Michael Anderson Elementary,Public School,400 W. Fairchild Highway,Fairchild AFB,WA,99011,Medical Lake School District,SPOKANE,PK-5,476,419,18,7,11,0,0,7,7,5,4,7,12
8958,Child School-New Heights School at Children's Institute for Learning Differences (CHILD),Private School,4030 86th Ave SE,Mercer Island,WA,98040,Mercer Island School District,KING,P-12,43,29,10,0,10,0,0,8,8,6,8,7,8
OICP04,Early World Montessori,Private School,3027 80TH AVENUE SE ,Mercer Island,WA,98040,Mercer Island School District,KING,K+,11,10,1,0,1,0,0,0,1,0,0,1,0
8279,French-Am School of Puget Sound,Private School,3795 E Mercer Way,Mercer Island,WA,98040,Mercer Island School District,KING,P-8,320,275,22,7,19,0,0,7,9,5,9,18,18
8081,St. Monica School,Private School,4320 87th Ave SE,Mercer Island,WA,98040,Mercer Island School District,KING,P-8,178,178,0,0,0,0,0,0,0,0,0,0,0
8044,Yellow Wood Academy,Private School,"9655 SE 36th St, Suite 101",Mercer Island,WA,98040,Mercer Island School District,KING,K-12,6,6,0,0,0,0,0,0,0,0,0,0,0
8472,Brownstone Academy (American Academy),Private School,7834 SE 32nd St,Mercer Island,WA,98040,Mercer Island School District,KING,K-12,,,,,,,,,,,,,
8569,Northwest Yeshiva High School,Private School,5017 90th Ave SE,Mercer Island,WA,98040,Mercer Island School District,KING,9-12,,,,,,,,,,,,,
1436,Privett Academy,Private School,9311 SE 36th St,Mercer Island,WA,98040,Mercer Island School District,KING,6-12,,,,,,,,,,,,,
3162,Island Park Elementary,Public School,5437 Island Crest Way,Mercer Island,WA,98040,Mercer Island School District,KING,K -5,563,509,25,6,19,0,0,10,10,13,18,12,18
2981,Lakeridge Elementary School,Public School,8215 SE 78th,Mercer Island,WA,98040,Mercer Island School District,KING,K -5,608,575,20,7,13,13,0,9,10,9,12,10,12
3029,Mercer Island High School,Public School,9100 SE 42nd,Mercer Island,WA,98040,Mercer Island School District,KING,9-12,1371,1296,57,5,48,1,4,41,36,31,39,33,0
3433,West Mercer Elementary,Public School,4141 81st Ave SE,Mercer Island,WA,98040,Mercer Island School District,KING,K -5,705,668,28,9,18,2,0,15,17,16,18,20,17
3219,Islander Middle School,Public School,8225 SE 72ND,Mercer Island,WA,98040,Mercer Island School District,KING,6-8,1063,900,31,6,25,0,0,16,14,16,21,25,4
2584,Irene Reither Elementary School,Public School,954 E. Hemmi Road,Everson,WA,98226,Meridian School District,WHATCOM,PK-3,375,336,28,10,19,0,0,15,16,16,17,15,23
3930,Meridian Middle School,Public School,861 TEN MILE ROAD,Lynden,WA,98264,Meridian School District,WHATCOM,6-8,344,327,17,1,17,0,0,11,11,10,11,16,5
2554,Meridian High School,Public School,194 W LAUREL ROAD,Bellingham,WA,98226,Meridian School District,WHATCOM,9-12,,,,,,,,,,,,,
8362,Methow Valley Community School,Private School,31 Wes Chewuch Road,Winthrop,WA,98862,Methow Valley School District,OKANOGAN,1-8,21,12,9,0,9,0,0,4,5,7,6,8,8
1621,Alternative School (METHOW VALLEY INDEPENDENT  LC),Public School,18 Twin Lakes Rd.,Winthrop,WA,98862,Methow Valley School District,OKANOGAN,9-12,21,9,3,0,3,0,0,2,1,1,3,2,0
1845,Home School Experience,Public School,18 Twin Lakes Rd.,Winthrop,WA,98862,Methow Valley School District,OKANOGAN,K -12,21,7,2,0,2,0,0,2,2,2,2,2,2
2146,Liberty Bell Jr Sr High,Public School,18 Twin Lakes Rd.,Winthrop,WA,98862,Methow Valley School District,OKANOGAN,7-12,273,211,45,1,44,0,0,21,18,26,33,41,0
4501,Methow Valley Elementary,Public School,18 Twin Lakes Rd.,Winthrop,WA,98862,Methow Valley School District,OKANOGAN,PK-6,298,187,55,1,53,1,0,16,16,23,25,42,31
3406,Mill A Elementary School,Public School,1142 JESSUP ROAD,Cook,WA,98605,Mill A School District,SKAMANIA,K -8,24,8,5,0,4,2,0,5,5,5,5,5,4
8171,Monroe Christian School,Private School,1009 W Main St,Monroe,WA,98272,Monroe School District,SNOHOMISH,P-8,117,101,16,3,11,2,0,10,10,8,9,11,11
8995,Monroe Montessori School,Private School,733 VILLAGE WAY,Monroe,WA,98272,Monroe School District,SNOHOMISH,K+,44,42,2,0,2,0,0,2,2,2,2,2,2
8951,Theresa and Elizabeths School,Private School,23816 165th Ave SE,Monroe,WA,98272,Monroe School District,SNOHOMISH,K-12,1,1,0,0,0,0,0,0,0,0,0,0,0
1464,Cornerstone Academy,Private School,14377 Fryelands Blvd SE        ,Monroe,WA,98272,Monroe School District,SNOHOMISH,P-7,,,,,,,,,,,,,
4362,Chain Lake Elementary School,Public School,12125 CHAIN LK RD,Snohomish,WA,98290,Monroe School District,SNOHOMISH,PK-5,570,516,53,15,38,0,0,27,29,33,34,38,43
4594,Fryelands Elementary,Public School,15286 Fryelands Blvd,Monroe,WA,98272,Monroe School District,SNOHOMISH,PK-5,513,464,37,9,29,2,0,19,21,23,25,22,29
1806,Leaders In Learning,Public School,639 1/2 W Main St.,Monroe,WA,98272,Monroe School District,SNOHOMISH,9-12,136,108,11,0,10,1,0,10,10,2,6,9,0
2546,Maltby Elementary,Public School,9700 212th St. SE,Snohomish,WA,98296,Monroe School District,SNOHOMISH,K -5,382,333,45,9,35,1,0,21,21,22,25,27,34
4528,Monroe High School,Public School,17001 Tester Rd.,Monroe,WA,98272,Monroe School District,SNOHOMISH,9-12,1597,1473,104,8,96,2,1,68,66,41,54,55,0
5040,Park Place Middle School,Public School,Park Place Middle School,Monroe,WA,98272,Monroe School District,SNOHOMISH,6-8,826,768,55,9,43,5,2,31,27,34,35,34,9
3060,Frank Wagner Elementary,Public School,115 Dickinson Road,Monroe,WA,98272,Monroe School District,SNOHOMISH,PK-5,583,546,27,4,21,2,0,12,12,11,12,11,25
4544,Hidden River Middle School,Public School,9224 Paradise Lake Rd.,Snohomish,WA,98296,Monroe School District,SNOHOMISH,6-8,442,409,31,2,28,1,0,11,11,16,14,15,6
4159,Salem Woods Elementary School,Public School,12802 Wagner Rd.,Monroe,WA,98272,Monroe School District,SNOHOMISH,PK-5,460,421,38,14,23,1,0,16,18,21,20,30,23
1777,Sky Valley Education Center,Public School,351 SHORT COLUMBIA ST,Monroe,WA,98272,Monroe School District,SNOHOMISH,1-12,836,477,357,70,277,36,0,295,292,267,269,257,165
8648,Grays Harbor Adventist Christian School,Private School,1216 State Route 12,Montesano,WA,98563,Montesano School District,GRAYS HARBOR,K-8,19,13,2,0,2,0,0,2,2,2,2,2,2
3661,Beacon Avenue Elementary School,Public School,1717 East Beacon Avenue,Montesano,WA,98563,Montesano School District,GRAYS HARBOR,PK-3,382,330,21,1,20,0,0,14,13,19,17,14,20
2180,Montesano Jr-Sr High,Public School,303 North Church,Montesano,WA,98563,Montesano School District,GRAYS HARBOR,7-12,596,546,21,2,19,1,0,18,18,12,14,9,0
5193,Montesano Learning Academy,Public School,Montesano Learning Academy,Montesano,WA,98563,Montesano School District,GRAYS HARBOR,7-13,2,2,0,0,0,0,0,0,0,0,0,0,0
3374,Simpson Avenue Elementary,Public School,519 West Simpson Avenue,Montesano,WA,98563,Montesano School District,GRAYS HARBOR,4-6,299,188,6,0,6,0,0,5,5,5,5,6,6
2678,Morton Elementary School,Public School,PO BOX L,Morton,WA,98356,Morton School District,LEWIS,PK-6,165,135,8,0,8,0,0,5,5,5,5,3,8
3112,Morton Junior-Senior High,Public School,PO BOX F,Morton,WA,98356,Morton School District,LEWIS,7-12,140,134,6,0,6,0,0,3,3,4,4,4,4
8658,Crestview Christian School,Private School,1601 W Valley Rd,Moses Lake,WA,98837,Moses Lake School District,GRANT,K-9,,,,,,,,,,,,,
8356,Moses Lake Christian Academy,Private School,1475 Nelson Road NE,Moses Lake,WA,98837,Moses Lake School District,GRANT,P-12,,,,,,,,,,,,,
2969,Lakeview Terrace Elementary,Public School,780 S. CLOVER DRIVE,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,398,372,20,2,18,1,0,14,10,12,12,8,17
3021,Larson Heights Elementary,Public School,700 LINDBERG LANE,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,346,331,7,0,4,2,1,6,6,5,6,4,7
5173,Sage Point Elementary School,Public School,4000 Peninsula Drive,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,458,390,29,4,24,1,0,19,17,21,24,20,25
3091,Garden Heights Elementary,Public School,707 E NELSON ROAD,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,460,436,21,2,17,1,1,11,11,11,12,15,16
2833,Knolls Vista Elementary,Public School,454 W RIDGE ROAD,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,345,330,9,2,6,1,0,7,7,7,7,5,9
3153,Longview Elementary,Public School,9783 APPLE ROAD NE,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,418,389,22,2,19,1,0,20,21,19,17,17,18
3215,Moses Lake High School,Public School,803 E. SHARON AVE.,Moses Lake,WA,98837,Moses Lake School District,GRANT,9-12,2206,2012,74,6,66,2,0,42,31,32,41,51,0
3779,North Elementary,Public School,1200 WEST CRAIG STREET,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,306,281,10,1,8,0,1,8,8,9,7,7,9
2832,Peninsula Elementary,Public School,2406 W. TEXAS STREET,Moses Lake,WA,98837,Moses Lake School District,GRANT,K -5,367,344,22,3,15,4,0,17,17,16,16,15,19
3022,Chief Moses Middle School,Public School,1111 E NELSON ROAD,Moses Lake,WA,98837,Moses Lake School District,GRANT,6-8,1018,958,47,6,33,8,0,37,33,17,19,22,7
4580,Columbia Basin Secondary School,Public School,6527 Patton Blvd,Moses Lake,WA,98837,Moses Lake School District,GRANT,6-12,150,133,6,0,6,0,0,3,3,3,3,5,0
2673,Frontier Middle School,Public School,517 WEST THIRD AVENUE,Moses Lake,WA,98837,Moses Lake School District,GRANT,6-8,794,664,42,6,34,3,0,21,18,23,26,24,4
2970,Midway Elementary (MLC/Discover),Public School,502 SOUTH C ST,Moses Lake,WA,98837,Moses Lake School District,GRANT,PK-6,273,258,10,3,7,0,0,5,5,6,5,5,10
5251,Park Orchard Elementary School,Public School,417 N Paxson Drive,Moses Lake,WA,98837,Moses Lake School District,GRANT,K-5,457,421,31,11,18,2,0,23,22,24,27,23,28
5227,Mossyrock Academy,Public School,P.O. Box 478,Mossyrock,WA,98564,Mossyrock School District,LEWIS,K -12,,,,,,,,,,,,,
2572,Mossyrock Elementary School,Public School,P O Box 455,Mossyrock,WA,98564,Mossyrock School District,LEWIS,K -6,,,,,,,,,,,,,
3238,Mossyrock Jr./Sr. High School,Public School,PO Box 454,Mossyrock,WA,98564,Mossyrock School District,LEWIS,7-12,,,,,,,,,,,,,
8694,Harrah Community Christian School,Private School,50 Dane Ave,Harrah,WA,98933,Mount Adams School District,YAKIMA,P-8,,,,,,,,,,,,,
2506,Harrah Elementary School,Public School,P.O. Box 159,Harrah,WA,98933,Mount Adams School District,YAKIMA,PK-6,586,580,1,1,0,0,0,0,0,1,0,0,0
2389,Mount Adams Middle School,Public School,P.O. Box 578,White Swan,WA,98952,Mount Adams School District,YAKIMA,7-8,133,133,0,0,0,0,0,0,0,0,0,0,0
2532,White Swan High School,Public School,P.O. Box 578,White Swan,WA,98952,Mount Adams School District,YAKIMA,9-12,276,273,1,0,1,0,0,0,0,1,1,1,0
8946,"Alger Learning Center, Inc.",Private School,121 Alder Dr,Sedro-Woolley,WA,98284,Mount Baker School District,WHATCOM,P-12,11,9,2,1,1,0,0,2,1,1,1,1,1
2585,Acme Elementary,Public School,5200 TURKINGTON RD,Acme,WA,98220,Mount Baker School District,WHATCOM,K -6,182,138,14,6,8,0,0,13,13,12,12,12,13
3365,Harmony Elementary,Public School,5060 SAND ROAD,Bellingham,WA,98226,Mount Baker School District,WHATCOM,K -6,375,286,36,2,33,1,0,21,22,25,26,24,28
4533,Kendall Elementary,Public School,7547 KENDALL RD,Maple Falls,WA,98266,Mount Baker School District,WHATCOM,K -6,379,274,66,4,60,2,0,42,42,46,43,39,51
5112,Mount Baker Academy,Public School,PO Box 9,Acme,WA,98220,Mount Baker School District,WHATCOM,K -12,52,29,12,1,10,1,0,9,9,9,10,10,8
3003,Mount Baker Junior High,Public School,5100 MITCHELL RD,Deming,WA,98244,Mount Baker School District,WHATCOM,7-8,282,202,32,1,29,2,0,24,24,26,27,29,0
2343,Mount Baker Senior High,Public School,4936 DEMING RD,Deming,WA,98244,Mount Baker School District,WHATCOM,9-12,591,458,53,4,47,2,0,37,28,36,40,39,0
3459,Mount Pleasant Elementary School,Public School,152 Marble Rd.,Washougal,WA,98671,Mount Pleasant School District,CLARK,K -6,,,,,,,,,,,,,
8153,Immaculate Conception Regional School,Private School,1321 E Division St,Mount Vernon,WA,98274,Mount Vernon School District,SKAGIT,P-8,189,171,18,3,15,0,0,7,7,9,7,11,10
8330,Foothills Christian School,Private School,1511 E Broadway,Mt Vernon,WA,98273,Mount Vernon School District,SKAGIT,P-8,,,,,,,,,,,,,
8154,Mount Vernon Christian School,Private School,820 W Blackburn Rd,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,P-12,,,,,,,,,,,,,
3183,Jefferson Elementary,Public School,1801 E Blackburn Rd,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,K -6,514,488,22,1,18,3,1,14,13,17,17,13,18
4013,Little Mountain Elementary,Public School,1514 S LaVenture RD,Mount Vernon,WA,98274,Mount Vernon School District,SKAGIT,K -6,635,555,31,5,25,1,1,16,16,17,18,17,21
2295,Mount Vernon High School,Public School,314 N 9th St,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,9-12,1902,1746,93,48,43,7,0,72,61,25,33,47,0
1992,Skagit Family Learning Center MVSD,Public School,2001 Cleveland Ave,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,K -12,301,144,126,19,91,8,10,100,92,87,94,97,70
2880,Washington Elementary School,Public School,1020 McLean Rd,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,K -6,438,413,16,3,13,0,0,12,12,12,13,12,13
4329,Centennial Elementary School,Public School,3100 Martin Rd,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,K -6,632,586,37,15,21,0,1,19,20,19,20,24,20
3821,La Venture Middle School,Public School,1200 LaVenture Rd,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,7-8,395,374,13,2,8,3,0,9,8,5,5,4,1
2579,Lincoln Elementary School,Public School,1005 S 11th St,Mount Vernon,WA,98274,Mount Vernon School District,SKAGIT,K -6,412,394,14,3,8,3,0,8,8,7,6,9,9
3001,Madison Elementary,Public School,907 E Fir St,Mount Vernon,WA,98273,Mount Vernon School District,SKAGIT,K -6,653,610,25,11,10,2,2,10,10,9,9,16,9
4511,Mount Baker Middle School,Public School,2310 E Section St,Mount Vernon,WA,98274,Mount Vernon School District,SKAGIT,7-8,494,485,7,0,7,0,0,6,6,5,5,6,0
8111,Northshore Christian Academy,Private School,5700 23rd Dr W,Everett,WA,98203,Mukilteo School District,SNOHOMISH,P-8,854,784,66,15,50,1,0,43,43,46,46,44,45
8409,Greater Trinity Christian Learning Academy,Private School,11229 4th Ave W,Everett,WA,98204,Mukilteo School District,SNOHOMISH,P-1,,,,,,,,,,,,,
1411,Mukilteo Academy,Private School,13000 Beverly Park Rd,Mukilteo,WA,98275,Mukilteo School District,SNOHOMISH,P-1,,,,,,,,,,,,,
800Q,Providence Christian School,Private School,12420 Evergreen Dr,Mukilteo,WA,98275,Mukilteo School District,SNOHOMISH,P-12,,,,,,,,,,,,,
1848,Special Services (Northwest Liberty School),Public School,9401 Sharon Drive,Everett,WA,98204,Mukilteo School District,SNOHOMISH,PK-12,5,4,0,0,0,0,0,0,0,0,0,0,0
4247,ACES High School,Public School,9700 Holly Drive,Everett,WA,98204,Mukilteo School District,SNOHOMISH,9-12,190,164,11,0,11,0,0,8,0,3,3,4,2
4303,Challenger Elementary,Public School,9600 Holly Drive,Everett,WA,98204,Mukilteo School District,SNOHOMISH,PK-5,606,559,33,6,25,2,0,17,0,17,14,12,29
4342,Columbia Elementary,Public School,10520 Harbour Pointe Blvd,Mukilteo,WA,98275,Mukilteo School District,SNOHOMISH,PK-5,593,550,29,3,25,1,0,15,0,16,20,15,21
4304,Discovery Elementary,Public School,11700 Meridian Ave,Everett,WA,98208,Mukilteo School District,SNOHOMISH,K -5,724,697,18,6,10,2,0,10,0,11,12,14,14
4469,Endeavour Elementary,Public School,12300 Harbour Pointe Blvd,Mukilteo,WA,98275,Mukilteo School District,SNOHOMISH,K -5,554,505,29,7,21,1,0,13,0,12,17,12,25
4231,Explorer Middle School,Public School,9600 Sharon Drive,Everett,WA,98204,Mukilteo School District,SNOHOMISH,6-8,921,850,14,0,12,2,0,10,0,5,7,7,7
2886,Fairmount Elementary,Public School,11401 Beverly Park Rd,Everett,WA,98204,Mukilteo School District,SNOHOMISH,K -5,743,705,33,14,19,0,0,17,0,15,18,13,31
4344,Horizon Elementary,Public School,222 W Casino Rd,Everett,WA,98204,Mukilteo School District,SNOHOMISH,K -5,822,798,10,3,5,2,0,3,0,5,4,4,9
4433,Kamiak High School,Public School,10801 Harbour Pointe Blvd,Mukilteo,WA,98275,Mukilteo School District,SNOHOMISH,9-12,2159,2010,67,8,54,5,0,32,0,27,34,37,28
3688,Mariner High School,Public School,200 120th Street SW,Everett,WA,98204,Mukilteo School District,SNOHOMISH,9-12,2101,1900,43,6,34,3,0,21,0,23,19,23,13
4164,Mukilteo Elementary,Public School,2600 Mukilteo Speedway,Mukilteo,WA,98275,Mukilteo School District,SNOHOMISH,K -5,672,640,25,8,16,1,0,12,0,12,13,13,19
4583,Odyssey Elementary,Public School,13025 17th Ave W,Everett,WA,98204,Mukilteo School District,SNOHOMISH,K -5,674,640,27,6,21,0,0,11,0,13,11,14,24
3121,Olivia Park Elementary,Public School,200 108th St SW,Everett,WA,98204,Mukilteo School District,SNOHOMISH,K -5,688,659,20,1,13,6,0,12,0,13,12,13,18
3120,Olympic View Middle School,Public School,2602 Mukilteo Speedway,Mukilteo,WA,98203,Mukilteo School District,SNOHOMISH,6-8,764,730,26,2,23,1,0,19,0,8,11,11,14
4165,Picnic Point Elementary,Public School,5819 140th St SW,Edmonds,WA,98026,Mukilteo School District,SNOHOMISH,K -5,591,529,35,9,25,1,0,14,0,15,23,12,31
3687,Serene Lake Elementary,Public School,4709 Picnic Point Rd,Edmonds,WA,98026,Mukilteo School District,SNOHOMISH,K -5,428,399,27,12,13,2,0,13,0,13,15,10,26
4019,Sno-Isle TECH Skills Center,Public School,9001 Airport Road,Everett,WA,98204,Mukilteo School District,SNOHOMISH,11-12,805,29,4,0,4,0,0,2,0,2,2,3,3
4425,Voyager Middle School,Public School,11711 4th Ave W,Everett,WA,98204,Mukilteo School District,SNOHOMISH,6-8,813,764,22,1,17,4,0,14,0,6,7,6,9
4430,Harbour Pointe Middle School,Public School,5000 Harbour Pointe Blvd,Mukilteo,WA,98275,Mukilteo School District,SNOHOMISH,6-8,823,728,21,4,16,1,0,9,0,6,9,12,12
8866,Green Pastures Learning Center,Private School,71 Green Meadows Dr,Yakima,WA,98908,Naches Valley School District,YAKIMA,K-12,2,2,0,0,0,0,0,0,0,0,0,0,2
8596,Nile Christian School/Hope Academy,Private School,370 Flying H Loop,Naches,WA,98937,Naches Valley School District,YAKIMA,7-12,8,6,2,0,2,0,0,1,2,2,2,2,2
2591,Naches Valley High School,Public School,PO Box 159,Naches,WA,98937,Naches Valley School District,YAKIMA,9-12,475,449,19,1,18,0,0,15,15,6,10,10,0
5148,Naches Valley Intermediate School,Public School,PO Box 39,Naches,WA,98937,Naches Valley School District,YAKIMA,3-4,191,184,7,1,6,0,0,2,2,1,2,3,4
