School Building Code,School Name,School Type,Address,City,State,Zip,District Name,County,Grade Levels,Number of K-12 (All Grades) Students Enrolled ,Number of K-12 (All Grades) Students Complete,Number of K-12 (All Grades) Students with any Exemption,Number of K-12 (All Grades) Students with Medical Exemption,Number of K-12 (All Grades) Students with Personal Exemption,Number of K-12 (All Grades) Students with Religious Exemption,Number of K-12 (All Grades) Students with Religious Membership Exemption,Number of K-12 (All Grades) Students Exempt for Diphtheria Tetanus,Number of K-12 (All Grades) Students Exempt for Pertussis,Number of K-12 (All Grades) Students Exempt for Polio,Number of K-12 (All Grades) Students Exempt for MMR,Number of K-12 (All Grades) Students Exempt for Hep B,Number of K-12 (All Grades) Students Exempt for Varicella
8146,Visitation School,Private School,3306 S 58th St,Tacoma,WA,98409,Tacoma School District,PIERCE,P-8,112,106,6,0,6,0,0,5,1,3,3,2,2
1496,Community Montessori,Private School,1407 South I St,Tacoma,WA,98405,Tacoma School District,PIERCE,P-8,,,,,,,,,,,,,
8143,St. Patrick School,Private School,1112 North G St,Tacoma,WA,98403,Tacoma School District,PIERCE,P-8,,,,,,,,,,,,,
1456,Tacoma Waldorf School,Private School,3315 S 19th St,Tacoma,WA,98405,Tacoma School District,PIERCE,P-5,,,,,,,,,,,,,
8265,Covenant High School,Private School,620 S Shirley St,Tacoma,WA,98465,Tacoma School District,PIERCE,9-12,97,97,11,0,11,0,0,11,11,11,11,11,11
1495,Slavic Christian Academy--Tacoma ,Private School,2014 S 15th St,Tacoma,WA,98415,Tacoma School District,PIERCE,P-10,170,87,36,0,36,0,0,36,35,35,35,35,35
4575,Angelo Giaudrone Middle School,Public School,4902 S Alaska St,Tacoma,WA,98408,Tacoma School District,PIERCE,6-8,644,632,7,2,9,2,0,8,11,8,7,10,7
2940,Arlington Elementary School,Public School,3002 S 72nd St,Tacoma,WA,98409,Tacoma School District,PIERCE,PK-5,282,276,7,2,3,2,0,4,4,5,5,4,4
3054,Baker Middle School,Public School,8320 S I St,Tacoma,WA,98408,Tacoma School District,PIERCE,6-8,697,666,8,2,14,2,0,8,13,9,10,9,9
3449,Birney Elementary School,Public School,1202 S 76th St,Tacoma,WA,98408,Tacoma School District,PIERCE,PK-5,379,356,9,1,5,1,1,7,3,7,7,6,8
2094,Blix Elementary School,Public School,1302 E 38th St,Tacoma,WA,98404,Tacoma School District,PIERCE,PK-5,465,417,3,0,2,0,1,3,3,3,3,3,3
3646,Boze,Public School,1140 E 65th St,Tacoma,WA,98404,Tacoma School District,PIERCE,PK-5,374,311,7,0,4,3,0,6,3,7,6,7,7
2872,Browns Point Elementary School,Public School,1526 51st St Ne,Tacoma,WA,98422,Tacoma School District,PIERCE,K -5,464,443,24,4,18,2,0,19,10,21,22,18,24
3397,Bryant Montessori School,Public School,717 S Grant Ave,Tacoma,WA,98405,Tacoma School District,PIERCE,PK-8,413,315,49,7,40,2,1,39,37,40,40,45,46
1585,Comm Based Trans Program,Public School,601 S 8th St,Tacoma,WA,98405,Tacoma School District,PIERCE,11-12,51,23,2,2,3,0,0,4,2,4,3,2,1
4537,Crescent Heights Elementary School,Public School,4110 Nassau Ave Ne,Tacoma,WA,98422,Tacoma School District,PIERCE,K -5,478,407,10,4,6,0,0,6,5,6,7,7,7
1797,Day Reporting School,Public School,5501 6th Avenue,Tacoma,WA,98406,Tacoma School District,PIERCE,9-12,19,12,0,0,0,0,0,0,0,0,0,0,0
2939,Delong Elementary School,Public School,4901 S 14 st St,Tacoma,WA,98405,Tacoma School District,PIERCE,K -5,553,526,11,3,4,4,0,8,8,8,10,8,10
2747,Downing Elementary School,Public School,2502 N Orchard St,Tacoma,WA,98406,Tacoma School District,PIERCE,PK-5,271,220,7,1,6,0,0,5,5,6,6,5,7
2871,Edison Elementary School,Public School,5830 S Pine St,Tacoma,WA,98409,Tacoma School District,PIERCE,PK-5,521,493,16,1,12,1,2,12,9,9,13,7,13
2772,Fawcett Elementary School,Public School,126 E 60th St,Tacoma,WA,98404,Tacoma School District,PIERCE,K -5,413,391,20,4,16,0,0,16,14,16,15,13,17
2167,Fern Hill Elementary School,Public School,8442 S Park Ave,Tacoma,WA,98444,Tacoma School District,PIERCE,PK-5,357,347,4,0,4,0,0,1,0,1,1,2,3
5170,First Creek Middle School,Public School,1801 E. 56th Street,Tacoma,WA,98404,Tacoma School District,PIERCE,6-8,781,625,6,2,9,2,0,7,9,7,8,7,9
3880,Foss High School,Public School,2112 S Tyler St,Tacoma,WA,98405,Tacoma School District,PIERCE,9-12,955,926,11,2,24,1,0,16,16,15,16,14,13
2148,Franklin Elementary School,Public School,1402 S Lawrence St,Tacoma,WA,98405,Tacoma School District,PIERCE,PK-5,247,233,15,2,11,2,0,13,10,10,11,9,12
2746,Geiger Montessori School,Public School,621 S Jackson Ave,Tacoma,WA,98465,Tacoma School District,PIERCE,K -5,394,366,28,4,24,0,0,16,15,21,19,23,22
3053,Grant Elementary School,Public School,1018 N Prospect St,Tacoma,WA,98406,Tacoma School District,PIERCE,PK-5,365,300,31,4,26,1,0,17,18,18,20,22,19
2377,Gray Middle School,Public School,6229 S Tyler St,Tacoma,WA,98409,Tacoma School District,PIERCE,6-8,602,594,6,1,6,4,2,8,11,7,9,5,6
5066,Helen B. Stafford Elementary,Public School,1615 South 92nd St,Tacoma,WA,98444,Tacoma School District,PIERCE,PK-5,492,472,2,0,1,0,0,0,0,0,0,0,1
2338,Jason Lee Middle School,Public School,602 N Sprague Ave,Tacoma,WA,98403,Tacoma School District,PIERCE,6-8,604,560,25,5,31,6,0,31,31,31,29,36,26
2103,Jefferson Elementary School,Public School,6501 N 23rd St,Tacoma,WA,98406,Tacoma School District,PIERCE,PK-5,289,256,18,2,16,0,0,16,11,16,16,17,17
2036,Larchmont Elementary School,Public School,8601 E B St,Tacoma,WA,98445,Tacoma School District,PIERCE,PK-5,387,351,9,2,6,0,0,6,3,6,6,7,7
2215,Lincoln High School,Public School,701 S 37th St,Tacoma,WA,98418,Tacoma School District,PIERCE,9-12,1423,1310,13,4,20,2,0,13,16,13,18,14,16
2771,Lister Elementary School,Public School,2106 E 44th St,Tacoma,WA,98404,Tacoma School District,PIERCE,PK-5,527,491,8,4,2,0,2,7,4,6,7,2,7
2805,Lowell Elementary School,Public School,810 N 13th St,Tacoma,WA,98403,Tacoma School District,PIERCE,K -5,440,374,44,12,32,0,0,27,18,30,29,39,31
2336,Lyon Elementary School,Public School,101 E 46th St,Tacoma,WA,98404,Tacoma School District,PIERCE,PK-5,339,297,2,0,2,0,0,2,1,1,2,0,2
2252,Manitou Park Elementary School,Public School,4330 S 66th St,Tacoma,WA,98409,Tacoma School District,PIERCE,PK-5,571,543,9,0,8,0,1,6,5,6,7,6,8
2941,Mann Elementary School,Public School,1002 S 52nd St,Tacoma,WA,98408,Tacoma School District,PIERCE,PK-5,480,455,11,1,9,1,0,8,6,6,6,7,7
2376,Mason,Public School,3901 N 28th St,Tacoma,WA,98407,Tacoma School District,PIERCE,6-8,804,789,12,8,31,0,1,14,21,18,19,25,15
3453,McCarver Elementary School,Public School,2111 S J St,Tacoma,WA,98405,Tacoma School District,PIERCE,PK-5,422,339,8,0,4,2,1,6,5,6,6,6,7
3244,Meeker Middle School,Public School,4402 Nassau Ave Ne,Tacoma,WA,98422,Tacoma School District,PIERCE,6-8,651,639,9,2,13,3,2,11,16,12,12,14,11
3398,Mt Tahoma,Public School,4634 S 74th St,Tacoma,WA,98409,Tacoma School District,PIERCE,9-12,1452,1321,12,3,25,1,0,14,18,14,17,18,11
2247,N.E. Tacoma Elementary School,Public School,5412 29th St Ne,Tacoma,WA,98422,Tacoma School District,PIERCE,PK-5,350,324,17,6,11,0,0,11,6,11,10,10,9
4109,Oakland High School,Public School,3319 S Adams St,Tacoma,WA,98409,Tacoma School District,PIERCE,8-12,204,192,8,0,9,2,0,10,8,10,10,11,10
4283,Pearl Street Center,Public School,815 S Pearl St,Tacoma,WA,98465,Tacoma School District,PIERCE,6-12,11,1,0,0,0,0,0,0,0,0,0,0,0
2169,Point Defiance Elementary School,Public School,4330 N Visscher St,Tacoma,WA,98407,Tacoma School District,PIERCE,PK-5,435,388,25,2,19,4,0,19,13,19,18,20,23
2806,Reed Elementary School,Public School,1802 S 36th St,Tacoma,WA,98418,Tacoma School District,PIERCE,PK-5,457,448,11,3,8,0,0,6,5,6,6,5,9
2275,Roosevelt Elementary School,Public School,3550 E Roosevelt Ave,Tacoma,WA,98404,Tacoma School District,PIERCE,PK-5,242,239,2,0,2,0,0,2,1,2,1,1,1
5169,Science and Math Institute,Public School,5501 N. Pearl St,Tacoma,WA,98407,Tacoma School District,PIERCE,9-12,452,426,9,0,14,0,0,10,12,11,10,11,8
2168,Sheridan Elementary School,Public School,5317 E McKinley Ave,Tacoma,WA,98404,Tacoma School District,PIERCE,PK-5,559,543,5,1,1,2,1,5,4,5,5,4,5
2938,Sherman Elementary School,Public School,4415 N 38th St,Tacoma,WA,98407,Tacoma School District,PIERCE,K -5,381,358,14,1,13,0,0,9,8,9,10,13,10
3498,Skyline Elementary School,Public School,2301 N Mildred St,Tacoma,WA,98406,Tacoma School District,PIERCE,PK-5,367,348,8,3,5,0,0,6,5,6,7,5,7
2084,Stadium High School,Public School,111 N E St,Tacoma,WA,98403,Tacoma School District,PIERCE,9-12,1690,1612,21,3,38,4,3,21,32,30,27,24,15
2358,Stanley Elementary School,Public School,1712 S 17th St,Tacoma,WA,98405,Tacoma School District,PIERCE,PK-5,273,217,10,2,6,2,0,9,10,9,8,9,9
2359,Stewart Middle School,Public School,5010 Pacific Ave,Tacoma,WA,98408,Tacoma School District,PIERCE,6-8,517,510,2,2,10,1,2,3,10,3,3,4,5
1860,Tacoma School of the Arts,Public School,1950 Pacific Avenue,Tacoma,WA,98402,Tacoma School District,PIERCE,10-12,511,410,6,1,15,2,0,8,9,8,9,10,9
1816,TCC Fresh Start,Public School,601 S 8th St,Tacoma,WA,98405,Tacoma School District,PIERCE,9-12,221,100,5,0,8,0,0,6,5,5,5,8,5
3448,Truman Middle School,Public School,5801 N 35th St,Tacoma,WA,98407,Tacoma School District,PIERCE,6-8,752,734,9,3,17,1,0,10,15,11,12,13,10
2083,Washington-Hoyt Elementary,Public School,3701 N 26th St,Tacoma,WA,98407,Tacoma School District,PIERCE,K -5,421,391,26,5,20,1,0,14,7,16,17,22,19
2874,Whitman Elementary School,Public School,1120 S 39th St,Tacoma,WA,98408,Tacoma School District,PIERCE,PK-5,427,401,5,0,5,0,0,4,4,5,4,5,4
3452,Whittier Elementary School,Public School,777 Elm Tree Ln,Tacoma,WA,98466,Tacoma School District,PIERCE,PK-5,472,464,12,3,9,0,0,7,5,7,6,6,10
3246,Wilson High School,Public School,1202 N Orchard St,Tacoma,WA,98406,Tacoma School District,PIERCE,9-12,1263,1215,15,6,24,2,0,18,24,18,21,18,17
5032,Taholah Elementary & Middle School,Public School,PO Box 249,Taholah,WA,98587,Taholah School District,GRAYS HARBOR,K -8,123,118,0,0,0,0,0,0,0,0,0,0,0
3580,Taholah High School,Public School,PO Box 249,Taholah,WA,98587,Taholah School District,GRAYS HARBOR,9-12,60,58,1,0,0,1,0,1,1,0,0,0,0
8620,Cedar River Montessori School,Private School,15828 SE Jones Rd,Renton,WA,98058,Tahoma School District,KING,P-9,73,67,4,0,4,0,0,4,4,3,4,4,5
801U,Blossoming Hill Montessori,Private School,23855 SE 216th St ,Maple Valley,WA,98038,Tahoma School District,KING,P-6,,,,,,,,,,,,,
3937,Cedar River Middle School,Public School,22615 Sweeney Road SE,Maple Valley,WA,98038,Tahoma School District,KING,6-7,595,550,30,5,23,2,0,20,18,18,21,19,8
3286,Lake Wilderness Elementary,Public School,24216 Witte Road SE,Maple Valley,WA,98038,Tahoma School District,KING,PK-5,1033,967,36,6,30,0,0,19,19,20,23,19,33
4415,Rock Creek Elementary,Public School,25700 Maple Valley Hwy SE,Maple Valley,WA,98038,Tahoma School District,KING,PK-5,910,850,50,7,40,3,0,26,26,29,31,31,39
3589,Shadow Lake Elementary,Public School,22620 Sweeney Road SE,Maple Valley,WA,98038,Tahoma School District,KING,PK-5,582,532,35,7,27,2,0,21,22,23,22,24,32
4556,Tahoma Jr High,Public School,25600 SE Summit Landsburg Road,Ravensdale,WA,98051,Tahoma School District,KING,8-9,1216,1157,55,10,42,4,0,39,37,27,32,21,0
2849,Tahoma Senior High School,Public School,18200 SE 240th St,Kent,WA,98042,Tahoma School District,KING,10-12,1809,1656,80,6,68,6,0,57,55,33,42,39,0
4453,Glacier Park Elementary,Public School,23700 SE 280th Street,Maple Valley,WA,98038,Tahoma School District,KING,PK-5,,,,,,,,,,,,,
1711,Russell Ridge Center,Public School,22615 Sweeney Road SE,Maple Valley,WA,98038,Tahoma School District,KING,K -12,,,,,,,,,,,,,
3341,Tahoma Middle School,Public School,24425 SE 216TH ST,Maple Valley,WA,98038,Tahoma School District,KING,6-7,,,,,,,,,,,,,
2052,Tekoa Elementary School,Public School,200 N BROADWAY,Tekoa,WA,99033,Tekoa School District,WHITMAN,PK-6,93,69,5,0,5,0,0,3,3,3,2,3,5
3418,Tekoa High School,Public School,513 E HENKLE,Tekoa,WA,99033,Tekoa School District,WHITMAN,7-12,86,69,3,0,3,0,0,2,2,2,2,3,0
2457,Parkside Elementary,Public School,PO Box 4024,Tenino,WA,98589,Tenino School District,THURSTON,K -2,272,240,12,6,7,0,0,7,7,6,7,7,8
4238,Tenino Elementary School,Public School,PO Box 4024,Tenino,WA,98589,Tenino School District,THURSTON,3-5,282,247,31,0,28,3,0,15,15,18,18,21,20
3509,Tenino High School,Public School,PO Box 4024,Tenino,WA,98589,Tenino School District,THURSTON,9-12,370,329,28,1,24,3,0,25,24,12,17,11,0
3795,Tenino Middle School,Public School,PO Box 4024,Tenino,WA,98589,Tenino School District,THURSTON,6-8,289,239,33,6,25,4,0,26,27,15,17,14,5
2514,Thorp Elem and Jr Sr High,Public School,PO Box 150,Thorp,WA,98946,Thorp School District,KITTITAS,K -12,118,100,10,1,8,1,0,6,6,5,8,6,10
5190,Cowlitz Prairie Academy (Toledo Alternative Options),Public School,PO Box 469,Toledo,WA,98591,Toledo School District,LEWIS,7-12,45,24,2,0,2,0,0,1,0,1,0,0,1
2998,Toledo Elementary School,Public School,PO Box 549,Toledo,WA,98591,Toledo School District,LEWIS,PK-5,283,243,5,2,3,0,0,1,1,1,2,1,5
2616,Toledo High School,Public School,PO Box 820,Toledo,WA,98591,Toledo School District,LEWIS,9-12,266,204,7,0,7,0,0,7,7,7,7,7,7
3977,Toledo Middle School,Public School,PO Box 668,Toledo,WA,98591,Toledo School District,LEWIS,6-8,172,97,2,0,2,0,0,2,2,2,2,2,2
8127,Peaceful Valley Christian School,Private School,32084-D Hwy 97N,Tonasket,WA,98855,Tonasket School District,OKANOGAN,1-8,,,,,,,,,,,,,
3176,Tonasket Elementary School,Public School,35ES HIGHWAY 20,Tonasket,WA,98855,Tonasket School District,OKANOGAN,PK-5,512,463,33,5,24,4,0,10,11,12,12,14,27
2679,Tonasket High School,Public School,35HS HIGHWAY 20,Tonasket,WA,98855,Tonasket School District,OKANOGAN,9-12,339,295,27,5,19,4,1,18,16,13,17,15,0
4196,Tonasket Middle School,Public School,35MS HIGHWAY 20 ,Tonasket,WA,98855,Tonasket School District,OKANOGAN,6-8,236,210,21,3,14,4,0,12,11,10,13,15,5
1508,Eagle High School,Public School,143 WARD RD,Toppenish,WA,98948,Toppenish School District,YAKIMA,6-12,199,180,0,0,0,0,0,0,0,0,0,0,0
2608,Garfield Elementary School,Public School,505 MADISON AVE,Toppenish,WA,98948,Toppenish School District,YAKIMA,K -5,427,407,5,1,4,0,0,3,3,3,3,3,4
4106,Kirkwood Elementary School,Public School,403 SOUTH JUNIPER STREET,Toppenish,WA,98948,Toppenish School District,YAKIMA,K -5,617,601,5,1,4,0,0,4,4,3,5,1,5
2635,Lincoln Elementary School,Public School,309 NORTH ALDER STREET,Toppenish,WA,98948,Toppenish School District,YAKIMA,K -5,425,414,6,0,6,0,0,3,3,3,3,1,6
2900,Toppenish High School,Public School,141 WARD ROAD,Toppenish,WA,98948,Toppenish School District,YAKIMA,9-12,819,802,3,0,3,0,0,2,1,1,2,1,0
2264,Toppenish Middle School,Public School,104 GOLDENDALE AVENUE,Toppenish,WA,98948,Toppenish School District,YAKIMA,6-8,777,765,1,0,1,0,0,0,0,0,0,1,0
4588,Valley View Elementary,Public School,515 ZILLAH AVE,Toppenish,WA,98948,Toppenish School District,YAKIMA,K -5,398,390,8,0,8,0,0,4,4,3,3,2,8
2160,Touchet Elem and High School,Public School,PO Box 135,Touchet,WA,99360,Touchet School District,WALLA WALLA,K -12,230,230,2,1,1,0,0,0,0,0,0,0,2
4264,Toutle Lake Elementary,Public School,5050 Spirit Lake Hwy,Toutle,WA,98649,Toutle Lake School District,COWLITZ,K -6,299,273,23,0,22,1,0,11,12,11,11,4,20
2560,Toutle Lake High School,Public School,5050 Spirit Lake Hwy,Toutle,WA,98649,Toutle Lake School District,COWLITZ,7-12,304,287,12,3,6,3,1,9,8,3,4,3,0
3062,Trout Lake Elementary,Public School,PO Box 488,Trout Lake,WA,98650,Trout Lake School District,KLICKITAT,K -4,82,48,14,0,13,1,0,10,10,11,10,12,10
2676,Trout Lake School,Public School,PO Box 488,Trout Lake,WA,98650,Trout Lake School District,KLICKITAT,5-12,,,,,,,,,,,,,
8240,Academy Schools / Children’s Academy,Private School,14601 Interurban Ave S  ,Tukwila,WA,98168,Tukwila School District,KING,P-12,34,33,1,0,1,0,0,0,0,0,0,1,0
3226,Cascade View Elementary,Public School,13601 32nd Avenue S,Tukwila,WA,98168,Tukwila School District,KING,PK-5,470,420,6,4,2,0,0,1,1,1,5,3,1
2848,Foster Senior High School,Public School,4242 S 144th St,Tukwila,WA,98168,Tukwila School District,KING,9-12,889,811,24,12,12,0,0,8,5,5,14,16,0
2564,Showalter Middle School,Public School,4628 S 144TH ST,Tukwila,WA,98168,Tukwila School District,KING,6-8,658,578,18,7,11,1,0,8,9,8,13,11,4
3635,Thorndyke Elementary,Public School,4415 S 150TH ST,Tukwila,WA,98168,Tukwila School District,KING,PK-5,409,379,10,5,4,1,0,5,5,4,4,4,3
3488,Tukwila Elementary,Public School,5939 S 149TH ST,Tukwila,WA,98168,Tukwila School District,KING,PK-5,524,492,12,5,6,1,0,8,8,8,11,6,10
1499,Serendipity Academy at the Lodge,Private School,4841 Tumwater Valley Dr. SE,Tumwater,WA,98501,Tumwater School District,THURSTON,K-6,56,54,2,0,2,0,0,1,1,2,2,2,2
8855,Olympia Waldorf School,Private School,8126 Normandy St SE,Olympia,WA,98501,Tumwater School District,THURSTON,P-8,,,,,,,,,,,,,
4205,Black Lake Elementary,Public School,6345 Belmore-Black Lake Road,Olympia,WA,98512,Tumwater School District,THURSTON,K -6,519,457,34,4,29,1,0,20,20,22,22,19,25
4365,East Olympia Elementary,Public School,8700 Rich Road,Olympia,WA,98501,Tumwater School District,THURSTON,K -6,501,426,31,1,30,0,0,20,20,20,23,16,23
2552,Michael T Simmons Elementary,Public School,1205 S 2nd Avenue,Tumwater,WA,98512,Tumwater School District,THURSTON,K -6,610,557,33,7,24,2,1,21,22,21,19,21,22
4500,A G West Black Hills High School,Public School,7741 Littlerock Road SW,Tumwater,WA,98512,Tumwater School District,THURSTON,9-12,889,835,43,0,41,2,0,29,27,21,32,24,0
4452,George Washington Bush Middle Sch,Public School,2120 83rd Avenue SW,Tumwater,WA,98512,Tumwater School District,THURSTON,7-8,537,477,39,3,33,2,1,24,22,25,24,28,0
2816,Littlerock Elementary School,Public School,Box C,Littlerock,WA,98556,Tumwater School District,THURSTON,K -6,341,290,31,4,27,0,0,14,13,15,17,15,28
3199,Peter G Schmidt Elementary,Public School,225 Dennis St SE,Tumwater,WA,98501,Tumwater School District,THURSTON,K -6,600,457,44,7,36,1,0,27,27,28,31,22,39
3362,Tumwater High School,Public School,700 Israel Road,Tumwater,WA,98501,Tumwater School District,THURSTON,9-12,1191,1064,86,1,84,1,0,58,55,35,44,50,0
4373,Tumwater Hill Elementary,Public School,3120 Ridgeview St SW,Tumwater,WA,98512,Tumwater School District,THURSTON,K -6,421,319,25,3,20,1,1,15,15,18,19,18,24
3612,Tumwater Middle School,Public School,6335 Littlerock Road SW,Tumwater,WA,98512,Tumwater School District,THURSTON,7-8,458,421,36,4,29,3,0,19,18,20,22,18,0
5014,New Market High School,Public School,7299 New Market S SW,Tumwater,WA,98501,Tumwater School District,THURSTON,10-12,110,61,8,1,8,0,0,7,5,5,8,6,0
1713,Secondary Options,Public School,7741 Littlerock Road SW,Olympia,WA,98512,Tumwater School District,THURSTON,8-12,115,78,7,1,6,0,0,5,3,3,7,5,0
8310,La Salle High School,Private School,3000 Lightning Way,Union Gap,WA,98903,Union Gap School District,YAKIMA,9-12,,,,,,,,,,,,,
2714,Union Gap School,Public School,3200 S. 2nd Street,Union Gap,WA,98903,Union Gap School District,YAKIMA,PK-8,613,454,6,1,4,1,0,3,3,2,3,1,3
8296,Heritage Christian School,Private School,5412 67th Ave W,University Place,WA,98467,University Place School District,PIERCE,K-8,148,139,9,0,9,0,0,9,9,9,9,9,9
8147,Charles Wright Academy,Private School,7723 Chambers Creek Rd W,University Place,WA,98467,University Place School District,PIERCE,P-12,,,,,,,,,,,,,
3792,Chambers Elementary,Public School,9101 56TH AVE W,University Place,WA,98467,University Place School District,PIERCE,K -4,413,378,11,4,7,0,0,9,9,9,9,5,11
3179,Curtis Junior High,Public School,8901 40TH ST W,University Place,WA,98466,University Place School District,PIERCE,8-9,1005,962,40,4,30,6,0,31,29,23,29,23,0
3600,Curtis Senior High,Public School,8425 40TH W,University Place,WA,98466,University Place School District,PIERCE,9-13,1414,1342,48,5,38,4,1,28,21,24,29,30,0
4325,Drum Intermediate,Public School,4909 79TH AVENUE W,University Place,WA,98467,University Place School District,PIERCE,5-7,629,597,31,10,18,3,0,15,14,14,14,14,9
4447,Evergreen Primary,Public School,7102 40TH ST W,University Place,WA,98466,University Place School District,PIERCE,PK-4,480,437,22,8,14,0,0,11,11,12,13,15,19
3296,Narrows View Intermediate,Public School,7813 44TH ST W,University Place,WA,98466,University Place School District,PIERCE,5-7,695,521,36,8,23,5,0,20,19,19,21,21,20
3601,Sunset Primary,Public School,4523 97TH AVE W,University Place,WA,98466,University Place School District,PIERCE,K -4,445,414,27,11,12,3,2,20,22,19,20,13,20
2223,University Place Primary,Public School,2708 W GRANDVIEW DR,University Place,WA,98466,University Place School District,PIERCE,PK-4,506,427,23,3,15,3,2,16,16,19,17,13,19
1790,University Place Special Educ,Public School,3717 GRANDVIEW DRIVE W,University Place,WA,98466,University Place School District,PIERCE,K -12,11,5,0,0,0,0,0,0,0,0,0,0,0
1932,Columbia Virtual Academy,Public School,3030 Huffman Road,Valley,WA,99181,Valley School District,STEVENS,K-8,0,0,0,0,0,0,0,0,0,0,0,0,0
5223,Paideia High School,Public School,3034 Huffman Road,Valley,WA,99181,Valley School District,STEVENS,9-12,29,13,12,0,11,3,0,9,9,9,8,7,0
2405,Valley School,Public School,3034 Huffman Rd,Valley,WA,99181,Valley School District,STEVENS,K -8,212,151,50,5,41,4,0,24,24,23,29,22,33
8483,King's Way Christian School,Private School,3300 NE 78 St,Vancouver,WA,98665,Vancouver School District,CLARK,K-12,725,679,46,0,44,2,0,20,13,20,20,24,20
8009,Our Lady of Lourdes School,Private School,4701 NW Franklin St,Vancouver,WA,98663,Vancouver School District,CLARK,P-8,242,234,8,1,6,1,0,7,7,7,7,8,7
8975,Skinner Elementary Montessori School,Private School,5001 NE 66th Ave,Vancouver,WA,98661,Vancouver School District,CLARK,P-6,22,21,1,0,1,1,0,1,0,1,0,0,0
8449,Hosanna Christian School,Private School,4120 NE St Johns Rd,Vancouver,WA,98661,Vancouver School District,CLARK,P-8,,,,,,,,,,,,,
802I,Sonshine Christian Elementary ,Private School,11208 NE Hazel Dell Avenue ,Vancouver,WA,98685,Vancouver School District,CLARK,K-2,,,,,,,,,,,,,
