"school_year"	"school_code"	"school_name"	"school_type"	"school_city"	"school_state"	"school_zip"	"school_county"	"school_district"	"district_code"	"grade_levels"	"reported"	"enrolled"	"total_exemptions"	"medical_exempt"	"personal_exempt"	"religious_exempt"	"exempt_DTTd"	"exempt_pertussis"	"exempt_polio"	"exempt_MMR"	"exempt_hepB"	"exempt_varicella"	"percent_exempt_DTTd"	"percent_exempt_pertussis"	"percent_exempt_polio"	"percent_exempt_MMR"	"percent_exempt_hepB"	"percent_exempt_varicella"	"percent_exempt"
"1783"	"2011"	"2995"	"Olalla Elementary School"	"Public School"	"PORT ORCHARD"	"WA"	"98359"	"KITSAP"	"South Kitsap School District"	18402	"K-6"	"Yes"	311	26	0	25	1	13	14	15	17	17	10	4.18	4.5	4.82	5.47	5.47	3.22	8.36
"1784"	"2011"	"3121"	"Olivia Park Elementary"	"Public School"	"Everett"	"WA"	"98204"	"SNOHOMISH"	"Mukilteo School District"	31006	"K-5"	"Yes"	613	12	2	10	0	7	7	5	5	5	11	1.14	1.14	0.82	0.82	0.82	1.79	1.96
"1785"	"2011"	"8209"	"Olympia Christian School"	"Private School"	"Olympia"	"WA"	"98502"	"THURSTON"	"Olympia School District"	34111	"K-8"	"Yes"	45	1	0	1	0	0	0	1	1	1	1	0	0	2.22	2.22	2.22	2.22	2.22
"1786"	"2011"	"8317"	"Olympia Community School"	"Private School"	"Olympia"	"WA"	"98501"	"THURSTON"	"Olympia School District"	34111	"K-5"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1787"	"2011"	"3132"	"Olympia High School"	"Public School"	"OLYMPIA"	"WA"	"98501"	"THURSTON"	"Olympia School District"	34111	"9-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1788"	"2011"	"5078"	"Olympia Regional Learning Academy"	"Public School"	"Olympia"	"WA"	"98506"	"THURSTON"	"Olympia School District"	34111	"K-12"	"Yes"	86	41	1	40	0	23	24	22	28	29	27	26.74	27.91	25.58	32.56	33.72	31.4	47.67
"1789"	"2011"	"8855"	"Olympia Waldorf School"	"Private School"	"Olympia"	"WA"	"98501"	"THURSTON"	"Tumwater School District"	34033	"K-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1790"	"2011"	"8302"	"Olympic Christian School"	"Private School"	"Port Angeles"	"WA"	"98362"	"CLALLAM"	"Port Angeles School District"	5121	"K-8"	"Yes"	103	19	0	19	0	10	10	10	10	11	12	9.71	9.71	9.71	9.71	10.68	11.65	18.45
"1791"	"2011"	"3346"	"Olympic Elementary"	"Public School"	"Chehalis"	"WA"	"98532"	"LEWIS"	"Chehalis School District"	21302	"4-5"	"Yes"	431	14	0	11	3	9	10	9	10	9	0	2.09	2.32	2.09	2.32	2.09	0	3.25
"1792"	"2011"	"2726"	"Olympic Elementary School"	"Public School"	"Longview"	"WA"	"98632"	"COWLITZ"	"Longview School District"	8122	"K-5"	"Yes"	322	4	2	2	0	3	3	2	3	3	3	0.93	0.93	0.62	0.93	0.93	0.93	1.24
"1793"	"2011"	"4100"	"Olympic High School"	"Public School"	"BREMERTON"	"WA"	"98311"	"KITSAP"	"Central Kitsap School District"	18401	"10-12"	"Yes"	887	28	2	25	1	27	27	28	26	24	0	3.04	3.04	3.16	2.93	2.71	0	3.16
"1794"	"2011"	"2976"	"Olympic Hills Elementary School"	"Public School"	"SEATTLE"	"WA"	"98125"	"KING"	"Seattle Public Schools"	17001	"K-5"	"Yes"	267	26	2	23	1	19	19	17	5	18	2	7.12	7.12	6.37	1.87	6.74	0.75	9.74
"1795"	"2011"	"4586"	"Olympic Middle School"	"Public School"	"Shelton"	"WA"	"98584"	"MASON"	"Shelton School District"	23309	"6-7"	"Yes"	529	17	2	15	0	11	16	8	7	4	0	2.08	3.02	1.51	1.32	0.76	0	3.21
"1796"	"2011"	"3169"	"Olympic Middle School"	"Public School"	"AUBURN"	"WA"	"98002"	"KING"	"Auburn School District"	17408	"6-8"	"Yes"	682	20	1	18	1	6	9	5	10	9	0	0.88	1.32	0.73	1.47	1.32	0	2.93
"1797"	"2011"	"3566"	"Olympic View Elem"	"Public School"	"Oak Harbor"	"WA"	"98277"	"ISLAND"	"Oak Harbor School District"	15201	"K-5"	"Yes"	429	25	2	22	1	11	11	9	10	13	14	2.56	2.56	2.1	2.33	3.03	3.26	5.83
"1798"	"2011"	"3709"	"Olympic View Elementary"	"Public School"	"Lacey"	"WA"	"98516"	"THURSTON"	"North Thurston Public Schools"	34003	"K-6"	"Yes"	608	24	1	23	0	14	16	13	15	13	11	2.3	2.63	2.14	2.47	2.14	1.81	3.95
"1799"	"2011"	"3432"	"Olympic View Elementary School"	"Public School"	"FEDERAL WAY"	"WA"	"98023"	"KING"	"Federal Way School District"	17210	"K-5"	"Yes"	380	16	2	14	0	9	9	8	8	7	10	2.37	2.37	2.11	2.11	1.84	2.63	4.21
"1800"	"2011"	"2256"	"Olympic View Elementary School"	"Public School"	"SEATTLE"	"WA"	"98115"	"KING"	"Seattle Public Schools"	17001	"K-5"	"Yes"	467	28	2	25	1	11	11	14	7	17	11	2.36	2.36	3	1.5	3.64	2.36	6
"1801"	"2011"	"3120"	"Olympic View Middle School"	"Public School"	"Mukilteo"	"WA"	"98203"	"SNOHOMISH"	"Mukilteo School District"	31006	"6-8"	"Yes"	804	35	6	28	1	20	20	12	22	12	16	2.49	2.49	1.49	2.74	1.49	1.99	4.35
"1802"	"2011"	"8985"	"Omak Adventist Christian School"	"Private School"	"Omak"	"WA"	"98841"	"OKANOGAN"	"Omak School District"	24019	"1-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1803"	"2011"	"4279"	"Omak Alternative High School"	"Public School"	"OMAK"	"WA"	"98841"	"OKANOGAN"	"Omak School District"	24019	"9-12"	"Yes"	34	2	0	2	0	1	2	2	2	2	0	2.94	5.88	5.88	5.88	5.88	0	5.88
"1804"	"2011"	"2031"	"Omak High School"	"Public School"	"OMAK"	"WA"	"98841"	"OKANOGAN"	"Omak School District"	24019	"9-12"	"Yes"	422	38	0	36	2	18	26	17	21	22	0	4.27	6.16	4.03	4.98	5.21	0	9
"1805"	"2011"	"4237"	"Omak Middle School"	"Public School"	"OMAK"	"WA"	"98841"	"OKANOGAN"	"Omak School District"	24019	"6-8"	"Yes"	353	24	0	22	2	12	14	14	14	8	0	3.4	3.97	3.97	3.97	2.27	0	6.8
"1806"	"2011"	"3239"	"Onalaska Elementary School"	"Public School"	"Onalaska"	"WA"	"98570"	"LEWIS"	"Onalaska School District"	21300	"K-5"	"Yes"	339	8	0	8	0	5	5	5	6	5	5	1.47	1.47	1.47	1.77	1.47	1.47	2.36
"1807"	"2011"	"2331"	"Onalaska High School"	"Public School"	"Onalaska"	"WA"	"98570"	"LEWIS"	"Onalaska School District"	21300	"9-12"	"Yes"	253	11	0	10	1	6	11	10	11	8	0	2.37	4.35	3.95	4.35	3.16	0	4.35
"1808"	"2011"	"4335"	"Onalaska Middle School "	"Public School"	"Onalaska"	"WA"	"98570"	"LEWIS"	"Onalaska School District"	21300	"6-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1809"	"2011"	"2049"	"Onion Creek Elementary"	"Public School"	"Colville"	"WA"	"99114"	"STEVENS"	"Onion Creek School District"	33030	"K-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1810"	"2011"	"8830"	"Open Window School"	"Private School"	"Bellevue"	"WA"	"98006"	"KING"	"Bellevue School District"	17405	"K-8"	"Yes"	310	12	0	12	0	4	4	5	9	5	6	1.29	1.29	1.61	2.9	1.61	1.94	3.87
"1811"	"2011"	"2113"	"Opportunity Elementary"	"Public School"	"Spokane"	"WA"	"99206"	"SPOKANE"	"Central Valley School District"	32356	"K-5"	"Yes"	441	18	1	17	0	16	16	10	10	8	0	3.63	3.63	2.27	2.27	1.81	0	4.08
"1812"	"2011"	"1647"	"Options High School"	"Public School"	"Bellingham"	"WA"	"98225"	"WHATCOM"	"Bellingham School District"	37501	"9-12"	"Yes"	107	12	0	12	0	3	3	3	5	5	1	2.8	2.8	2.8	4.67	4.67	0.93	11.21
"1813"	"2011"	"1655"	"Options Program"	"Public School"	"LYNNWOOD"	"WA"	"98036"	"SNOHOMISH"	"Edmonds School District"	31015	"7-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1814"	"2011"	"4065"	"Orca K-8 School"	"Public School"	"SEATTLE"	"WA"	"98118"	"KING"	"Seattle Public Schools"	17001	"K-8"	"Yes"	489	70	5	65	0	28	28	36	9	46	12	5.73	5.73	7.36	1.84	9.41	2.45	14.31
"1815"	"2011"	"8557"	"Orcas Christian School"	"Private School"	"Eastsound"	"WA"	"98245"	"SAN JUAN"	"Orcas Island School District"	28137	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1816"	"2011"	"2749"	"Orcas Island Elementary School"	"Public School"	"EASTSOUND"	"WA"	"98245"	"SAN JUAN"	"Orcas Island School District"	28137	"K-6"	"Yes"	199	27	0	27	0	18	17	20	19	22	14	9.05	8.54	10.05	9.55	11.06	7.04	13.57
"1817"	"2011"	"2750"	"Orcas Island High School"	"Public School"	"EASTSOUND"	"WA"	"98245"	"SAN JUAN"	"Orcas Island School District"	28137	"9-12"	"Yes"	140	19	0	18	1	6	10	12	14	17	0	4.29	7.14	8.57	10	12.14	0	13.57
"1818"	"2011"	"4558"	"Orcas Island Middle School"	"Public School"	"EASTSOUND"	"WA"	"98245"	"SAN JUAN"	"Orcas Island School District"	28137	"7-8"	"Yes"	84	19	0	18	1	15	15	15	14	16	0	17.86	17.86	17.86	16.67	19.05	0	22.62
"1819"	"2011"	"3129"	"Orchard Center Elementary"	"Public School"	"SPOKANE"	"WA"	"99212"	"SPOKANE"	"West Valley School District (Spokane)"	32363	"K-5"	"Yes"	312	19	5	11	3	14	14	14	15	6	16	4.49	4.49	4.49	4.81	1.92	5.13	6.09
"1820"	"2011"	"2650"	"Orchard Heights Elementary"	"Public School"	"PORT ORCHARD"	"WA"	"98366"	"KITSAP"	"South Kitsap School District"	18402	"K-6"	"Yes"	543	46	5	40	1	26	28	22	24	26	19	4.79	5.16	4.05	4.42	4.79	3.5	8.47
"1821"	"2011"	"3370"	"Orchard Middle School"	"Public School"	"WENATCHEE"	"WA"	"98801"	"CHELAN"	"Wenatchee School District"	4246	"6-8"	"Yes"	465	3	0	3	0	2	2	3	2	2	0	0.43	0.43	0.65	0.43	0.43	0	0.65
"1822"	"2011"	"3723"	"Orchard Prairie Elementary"	"Public School"	"Spokane"	"WA"	"99217"	"SPOKANE"	"Orchard Prairie School District"	32123	"K-7"	"Yes"	78	7	0	7	0	4	4	4	4	4	5	5.13	5.13	5.13	5.13	5.13	6.41	8.97
"1823"	"2011"	"2912"	"Orchards Elementary School"	"Public School"	"Vancouver"	"WA"	"98662"	"CLARK"	"Evergreen School District (Clark)"	6114	"K-5"	"Yes"	617	46	1	37	8	43	42	38	41	38	39	6.97	6.81	6.16	6.65	6.16	6.32	7.46
"1824"	"2011"	"4062"	"Ordway Elementary"	"Public School"	"Bainbridge Island"	"WA"	"98110"	"KITSAP"	"Bainbridge Island School District"	18303	"K-4"	"Yes"	408	45	3	42	0	16	15	15	16	29	23	3.92	3.68	3.68	3.92	7.11	5.64	11.03
"1825"	"2011"	"2136"	"Orient Elem"	"Public School"	"Orient"	"WA"	"99160"	"FERRY"	"Orient School District"	10065	"K-8"	"Yes"	38	6	0	6	0	2	2	4	5	5	3	5.26	5.26	10.53	13.16	13.16	7.89	15.79
"1826"	"2011"	"2666"	"Orondo Elementary and Middle School"	"Public School"	"ORONDO"	"WA"	"98843"	"DOUGLAS"	"Orondo School District"	9013	"K-7"	"Yes"	186	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0.54	0	0.54
"1827"	"2011"	"2422"	"Oroville Elementary"	"Public School"	"Oroville"	"WA"	"98844"	"OKANOGAN"	"Oroville School District"	24410	"K-6"	"Yes"	350	32	3	28	1	11	10	7	7	6	21	3.14	2.86	2	2	1.71	6	9.14
"1828"	"2011"	"2706"	"Oroville Middle-High School"	"Public School"	"Oroville"	"WA"	"98844"	"OKANOGAN"	"Oroville School District"	24410	"7-12"	"Yes"	305	29	2	27	0	8	19	17	22	24	0	2.62	6.23	5.57	7.21	7.87	0	9.51
"1829"	"2011"	"2942"	"Orting High School"	"Public School"	"Orting"	"WA"	"98360"	"PIERCE"	"Orting School District"	27344	"9-12"	"Yes"	777	65	2	63	0	16	30	14	29	44	0	2.06	3.86	1.8	3.73	5.66	0	8.37
"1830"	"2011"	"4262"	"Orting Middle School"	"Public School"	"Orting"	"WA"	"98360"	"PIERCE"	"Orting School District"	27344	"6-8"	"Yes"	533	38	3	35	0	27	27	17	18	23	0	5.07	5.07	3.19	3.38	4.32	0	7.13
"1831"	"2011"	"2360"	"Orting Primary School"	"Public School"	"Orting"	"WA"	"98360"	"PIERCE"	"Orting School District"	27344	"K-2"	"Yes"	524	26	1	24	1	14	14	12	12	11	22	2.67	2.67	2.29	2.29	2.1	4.2	4.96
"1832"	"2011"	"5011"	"Orting Special Education"	"Public School"	"Orting"	"WA"	"98360"	"PIERCE"	"Orting School District"	27344	"K-PK"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1833"	"2011"	"2827"	"Osborn Elementary"	"Public School"	"Leavenworth"	"WA"	"98826"	"CHELAN"	"Cascade School District"	4228	"3-5"	"Yes"	275	14	1	13	NA	11	11	11	12	10	14	4	4	4	4.36	3.64	5.09	5.09
"1834"	"2011"	"3015"	"Othello High School"	"Public School"	"Othello"	"WA"	"99344"	"ADAMS"	"Othello School District"	1147	"9-12"	"Yes"	996	19	4	14	1	11	11	5	8	7	0	1.1	1.1	0.5	0.8	0.7	0	1.91
"1835"	"2011"	"1665"	"Other Schools"	"Public School"	"Everett"	"WA"	"98203"	"SNOHOMISH"	"Everett School District"	31002	"5-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1836"	"2011"	"2955"	"Otis Orchards Elementary"	"Public School"	"OTIS ORCHARDS"	"WA"	"99027"	"SPOKANE"	"East Valley School District (Spokane)"	32361	"K-5"	"Yes"	420	36	14	22	0	11	11	12	15	20	13	2.62	2.62	2.86	3.57	4.76	3.1	8.57
"1837"	"2011"	"8051"	"Our Lady of Fatima School"	"Private School"	"Seattle"	"WA"	"98199"	"KING"	"Seattle Public Schools"	17001	"K-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1838"	"2011"	"8052"	"Our Lady of Guadalupe School"	"Private School"	"Seattle"	"WA"	"98126"	"KING"	"Seattle Public Schools"	17001	"K-8"	"Yes"	238	1	0	1	0	1	1	1	0	0	0	0.42	0.42	0.42	0	0	0	0.42
"1839"	"2011"	"8009"	"Our Lady of Lourdes School"	"Private School"	"Vancouver"	"WA"	"98663"	"CLARK"	"Vancouver School District"	6037	"K-8"	"Yes"	289	9	1	7	1	7	7	7	8	8	8	2.42	2.42	2.42	2.77	2.77	2.77	3.11
"1840"	"2011"	"8054"	"Our Lady Of The Lake School"	"Private School"	"Seattle"	"WA"	"98115"	"KING"	"Seattle Public Schools"	17001	"K-8"	"Yes"	197	11	1	10	0	4	4	3	6	7	8	2.03	2.03	1.52	3.05	3.55	4.06	5.58
"1841"	"2011"	"8115"	"Our Lady Star of the Sea School"	"Private School"	"Bremerton"	"WA"	"98337"	"KITSAP"	"Bremerton School District"	18100	"K-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1842"	"2011"	"1648"	"Out Of District Facility"	"Public School"	"RENTON"	"WA"	"98055"	"KING"	"Renton School District"	17403	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1843"	"2011"	"1643"	"Out Of District Special Ed"	"Public School"	"Monroe"	"WA"	"98272"	"SNOHOMISH"	"Monroe School District"	31103	"K-11"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1844"	"2011"	"2469"	"Outlook Elementary School"	"Public School"	"Sunnyside"	"WA"	"98944"	"YAKIMA"	"Sunnyside School District"	39201	"1-5"	"Yes"	581	3	0	3	0	1	1	1	1	2	2	0.17	0.17	0.17	0.17	0.34	0.34	0.52
"1845"	"2011"	"1999"	"Out-of-District Placement"	"Contract School"	"Burien"	"WA"	"98166"	"KING"	"Highline School District"	17401	"1-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1846"	"2011"	"1474"	"Overcomer Academy"	"Private School"	"Auburn "	"WA"	"98001"	"KING"	"Federal Way School District"	17210	"K-5"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1847"	"2011"	"8109"	"Overlake School"	"Private School"	"Redmond"	"WA"	"98053"	"KING"	"Lake Washington School District"	17414	"5-12"	"Yes"	535	9	0	9	0	4	4	1	7	2	0	0.75	0.75	0.19	1.31	0.37	0	1.68
"1848"	"2011"	"2769"	"P C Jantz Elementary"	"Public School"	"ODESSA"	"WA"	"99159"	"LINCOLN"	"Odessa School District"	22105	"K-6"	"Yes"	108	10	1	9	0	2	2	1	3	1	5	1.85	1.85	0.93	2.78	0.93	4.63	9.26
"1849"	"2011"	"1680"	"PACE Academy (OPTIONS)"	"Public School"	"Belfair"	"WA"	"98528"	"MASON"	"North Mason School District"	23403	"9-12"	"Yes"	60	6	0	6	0	1	2	0	3	3	0	1.67	3.33	0	5	5	0	10
"1850"	"2011"	"4022"	"Pace Alternative High School"	"Public School"	"Wapato"	"WA"	"98951"	"YAKIMA"	"Wapato School District"	39207	"6-12"	"Yes"	3383	8	4	4	0	4	4	3	7	2	4	0.12	0.12	0.09	0.21	0.06	0.12	0.24
"1851"	"2011"	"3155"	"Pacific Beach Elementary School"	"Public School"	"Pacific Beach"	"WA"	"98571"	"GRAYS HARBOR"	"North Beach School District"	14064	"K-6"	"Yes"	100	7	0	6	1	4	4	4	4	4	6	4	4	4	4	4	6	7
"1852"	"2011"	"5026"	"Pacific Cascade Freshman Campus"	"Public School"	"ISSAQUAH"	"WA"	"98029"	"KING"	"Issaquah School District"	17411	"9-9"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1853"	"2011"	"5200"	"Pacific Cascade Middle School"	"Public School"	"Issaquah"	"WA"	"98029"	"KING"	"Issaquah School District"	17411	"6-8"	"Yes"	754	28	5	21	2	16	16	12	15	19	0	2.12	2.12	1.59	1.99	2.52	0	3.71
"1854"	"2011"	"8394"	"Pacific Crest Academy"	"Private School"	"Camas"	"WA"	"98607"	"CLARK"	"Camas School District"	6117	"K-7"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1855"	"2011"	"8929"	"Pacific Crest Schools"	"Private School"	"Seattle"	"WA"	"98107"	"KING"	"Seattle Public Schools"	17001	"K-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1856"	"2011"	"801V"	"Pacific Learning Academy"	"Private School"	"Issaquah"	"WA"	"98027"	"KING"	"Issaquah School District"	17411	"6-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1857"	"2011"	"8419"	"Pacific Learning Center NW"	"Private School"	"Shoreline"	"WA"	"98133"	"KING"	"Edmonds School District"	31015	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1858"	"2011"	"3333"	"Pacific Middle School"	"Public School"	"Des Moines"	"WA"	"98198"	"KING"	"Highline School District"	17401	"7-8"	"Yes"	695	21	1	19	1	20	20	1	16	16	17	2.88	2.88	0.14	2.3	2.3	2.45	3.02
"1859"	"2011"	"4209"	"Pacific Middle School"	"Public School"	"Vancouver"	"WA"	"98684"	"CLARK"	"Evergreen School District (Clark)"	6114	"6-8"	"Yes"	1098	60	2	52	6	56	56	45	42	36	0	5.1	5.1	4.1	3.83	3.28	0	5.46
"1860"	"2011"	"5223"	"Paideia High School"	"Public School"	"Valley"	"WA"	"99181"	"STEVENS"	"Valley School District"	33070	"9-12"	"Yes"	35	16	1	14	1	11	14	11	10	8	0	31.43	40	31.43	28.57	22.86	0	45.71
"1861"	"2011"	"1733"	"Pal Program"	"Public School"	"POULSBO"	"WA"	"98370"	"KITSAP"	"North Kitsap School District"	18400	"K-8"	"Yes"	89	31	0	31	0	25	26	24	25	25	13	28.09	29.21	26.97	28.09	28.09	14.61	34.83
"1862"	"2011"	"8186"	"Palisades Christian Academy"	"Private School"	"Spokane"	"WA"	"99224"	"SPOKANE"	"Spokane School District"	32081	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1863"	"2011"	"2502"	"Palisades Elementary School"	"Public School"	"Palisades"	"WA"	"98845"	"DOUGLAS"	"Palisades School District"	9102	"K-5"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1864"	"2011"	"1961"	"Palouse at Garfield Middle School"	"Public School"	"Palouse"	"WA"	"99161"	"WHITMAN"	"Palouse School District"	38301	"6-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1865"	"2011"	"2622"	"Palouse Elementary"	"Public School"	"Palouse"	"WA"	"99161"	"WHITMAN"	"Palouse School District"	38301	"K-5"	"Yes"	87	8	4	4	0	5	5	5	5	5	5	5.75	5.75	5.75	5.75	5.75	5.75	9.2
"1866"	"2011"	"2634"	"Palouse High School"	"Public School"	"Palouse"	"WA"	"99161"	"WHITMAN"	"Palouse School District"	38301	"9-12"	"Yes"	61	5	2	3	0	4	4	4	2	3	3	6.56	6.56	6.56	3.28	4.92	4.92	8.2
"1867"	"2011"	"1754"	"Palouse Junction High School"	"Public School"	"Connell"	"WA"	"99326"	"FRANKLIN"	"North Franklin School District"	11051	"9-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1868"	"2011"	"5230"	"Panorama Distance"	"Public School"	"Colville"	"WA"	"99114"	"STEVENS"	"Colville School District"	33115	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1869"	"2011"	"1594"	"Panorama School"	"Public School"	"Colville"	"WA"	"99114"	"STEVENS"	"Colville School District"	33115	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1870"	"2011"	"3329"	"Panther Lake Elementary School"	"Public School"	"FEDERAL WAY"	"WA"	"98003"	"KING"	"Federal Way School District"	17210	"K-5"	"Yes"	412	13	1	10	2	10	10	10	7	7	10	2.43	2.43	2.43	1.7	1.7	2.43	3.16
"1871"	"2011"	"5178"	"Panther Lake Elementary School"	"Public School"	"Kent"	"WA"	"98031"	"KING"	"Kent School District"	17415	"K-6"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1872"	"2011"	"5055"	"Papermaker Preschool"	"Public School"	"Camas"	"WA"	"98607"	"CLARK"	"Camas School District"	6117	"K-PK"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1873"	"2011"	"1854"	"PARADE"	"Public School"	"Carnation"	"WA"	"98014"	"KING"	"Riverview School District"	17407	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1874"	"2011"	"1819"	"Parent Partner Program"	"Public School"	"SPRINGDALE"	"WA"	"99173"	"STEVENS"	"Mary Walker School District"	33207	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1875"	"2011"	"1904"	"Parent Partnerhip"	"Public School"	"Snohomish"	"WA"	"98290"	"SNOHOMISH"	"Snohomish School District"	31201	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1876"	"2011"	"1715"	"Parents As Partners"	"Public School"	"PORT ANGELES"	"WA"	"98362"	"CLALLAM"	"Port Angeles School District"	5121	"K-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1877"	"2011"	"4281"	"Park Avenue Center"	"Public School"	"Tacoma"	"WA"	"98408"	"PIERCE"	"Tacoma School District"	27010	"K-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1878"	"2011"	"2189"	"Park Lodge Elementary School"	"Public School"	"Lakewood"	"WA"	"98499"	"PIERCE"	"Clover Park School District"	27400	"K-5"	"Yes"	415	5	3	2	0	1	1	1	2	3	1	0.24	0.24	0.24	0.48	0.72	0.24	1.2
"1879"	"2011"	"3472"	"Park Middle School"	"Public School"	"KENNEWICK"	"WA"	"99336"	"BENTON"	"Kennewick School District"	3017	"6-8"	"Yes"	829	42	0	42	0	68	38	22	23	22	26	8.2	4.58	2.65	2.77	2.65	3.14	5.07
"1880"	"2011"	"3491"	"Park Orchard Elementary School"	"Public School"	"Kent"	"WA"	"98031"	"KING"	"Kent School District"	17415	"K-6"	"Yes"	454	12	4	7	1	3	3	5	4	5	4	0.66	0.66	1.1	0.88	1.1	0.88	2.64
"1881"	"2011"	"5040"	"Park Place Middle School"	"Public School"	"Monroe"	"WA"	"98272"	"SNOHOMISH"	"Monroe School District"	31103	"6-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1882"	"2011"	"3213"	"Parke Creek Treatment Ctr"	"Institution"	"Ellensburg"	"WA"	"98926"	"KITTITAS"	"Kittitas School District"	19403	"8-12"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1883"	"2011"	"8150"	"Parkland Lutheran School"	"Private School"	"Tacoma"	"WA"	"98444"	"PIERCE"	"Franklin Pierce School District"	27402	"K-8"	"No"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"1884"	"2011"	"2457"	"Parkside Elementary"	"Public School"	"Tenino"	"WA"	"98589"	"THURSTON"	"Tenino School District"	34402	"K-2"	"Yes"	292	23	1	20	2	26	28	25	27	25	33	8.9	9.59	8.56	9.25	8.56	11.3	7.88
